dep,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
14,2020-03-10,0,13,482,1,5,8,245,237,1,0,7,372,2,5,150,222
14,2020-03-11,0,18,406,2,11,7,219,187,1,1,5,351,2,3,144,207
14,2020-03-12,0,26,436,1,16,10,229,207,1,0,0,317,0,0,145,172
14,2020-03-13,0,20,369,6,10,10,192,177,5,1,12,374,5,7,171,203
14,2020-03-14,0,22,339,0,8,14,174,165,0,0,19,495,7,12,223,272
14,2020-03-15,0,32,317,2,3,29,147,170,0,2,18,493,7,11,200,293
14,2020-03-16,0,47,323,3,17,30,168,155,3,0,46,374,17,29,163,211
14,2020-03-17,0,47,318,5,8,39,164,154,1,4,21,154,9,12,70,84
14,2020-03-18,0,68,301,7,20,48,150,151,2,5,30,166,14,16,75,91
14,2020-03-19,0,73,297,4,28,45,146,151,3,1,34,211,19,15,84,127
14,2020-03-20,0,22,247,2,7,15,120,127,1,1,42,208,18,24,103,105
14,2020-03-21,0,16,210,2,8,8,110,100,1,1,67,316,21,46,134,182
15,2020-02-24,0,0,96,0,0,0,49,47,0,0,,,,,,
15,2020-02-25,0,0,66,0,0,0,39,27,0,0,,,,,,
15,2020-02-26,0,0,87,0,0,0,35,52,0,0,,,,,,
15,2020-02-27,0,0,90,0,0,0,52,38,0,0,,,,,,
15,2020-02-28,0,0,86,0,0,0,43,43,0,0,,,,,,
15,2020-02-29,0,0,88,0,0,0,47,41,0,0,,,,,,
15,2020-03-01,0,0,92,0,0,0,42,50,0,0,,,,,,
15,2020-03-02,0,0,83,0,0,0,46,37,0,0,,,,,,
15,2020-03-03,0,0,87,0,0,0,42,45,0,0,,,,,,
15,2020-03-04,0,0,67,0,0,0,30,37,0,0,,,,,,
15,2020-03-05,0,0,67,0,0,0,32,35,0,0,,,,,,
15,2020-03-06,0,0,74,0,0,0,37,37,0,0,,,,,,
15,2020-03-07,0,0,99,0,0,0,49,50,0,0,,,,,,
15,2020-03-08,0,0,79,0,0,0,34,45,0,0,,,,,,
15,2020-03-09,0,0,88,0,0,0,46,42,0,0,,,,,,
15,2020-03-10,0,0,70,0,0,0,37,33,0,0,,,,,,
15,2020-03-11,0,0,97,0,0,0,48,49,0,0,,,,,,
15,2020-03-12,0,0,76,0,0,0,37,39,0,0,,,,,,
15,2020-03-13,0,0,82,0,0,0,51,31,0,0,,,,,,
15,2020-03-14,0,0,81,0,0,0,50,31,0,0,,,,,,
15,2020-03-15,0,2,81,2,1,1,53,28,1,1,,,,,,
15,2020-03-16,0,1,44,1,1,0,21,23,1,0,,,,,,
15,2020-03-17,0,1,57,0,1,0,24,33,0,0,,,,,,
15,2020-03-18,0,0,47,0,0,0,23,24,0,0,,,,,,
15,2020-03-19,0,3,30,1,0,3,12,18,0,1,,,,,,
15,2020-03-20,0,4,34,3,2,2,17,17,1,2,,,,,,
15,2020-03-21,0,0,33,0,0,0,18,15,0,0,,,,,,
16,2020-02-24,0,0,295,0,0,0,172,123,0,0,,,,,,
16,2020-02-25,0,0,246,0,0,0,135,111,0,0,,,,,,
16,2020-02-26,0,0,268,0,0,0,142,126,0,0,,,,,,
16,2020-02-27,0,0,250,0,0,0,124,126,0,0,,,,,,
16,2020-02-28,0,0,231,0,0,0,107,124,0,0,,,,,,
16,2020-02-29,0,0,242,0,0,0,132,110,0,0,,,,,,
16,2020-03-01,0,0,225,0,0,0,117,108,0,0,,,,,,
16,2020-03-02,0,0,272,0,0,0,138,134,0,0,,,,,,
16,2020-03-03,0,0,219,0,0,0,120,99,0,0,,,,,,
16,2020-03-04,0,0,234,0,0,0,117,117,0,0,,,,,,
16,2020-03-05,0,0,223,0,0,0,115,108,0,0,,,,,,
16,2020-03-06,0,0,196,0,0,0,98,98,0,0,,,,,,
16,2020-03-07,0,0,210,0,0,0,108,102,0,0,,,,,,
16,2020-03-08,0,0,223,0,0,0,122,101,0,0,,,,,,
16,2020-03-09,0,0,263,0,0,0,135,128,0,0,,,,,,
16,2020-03-10,0,0,280,0,0,0,136,144,0,0,,,,,,
16,2020-03-11,0,0,256,0,0,0,142,114,0,0,,,,,,
16,2020-03-12,0,1,247,1,1,0,131,116,1,0,,,,,,
16,2020-03-13,0,0,215,0,0,0,117,98,0,0,,,,,,
16,2020-03-14,0,0,170,0,0,0,96,74,0,0,,,,,,
16,2020-03-15,0,0,152,0,0,0,86,66,0,0,,,,,,
16,2020-03-16,0,0,140,0,0,0,80,60,0,0,,,,,,
16,2020-03-17,0,0,151,0,0,0,84,67,0,0,,,,,,
16,2020-03-18,0,1,134,1,1,0,83,51,1,0,,,,,,
16,2020-03-19,0,2,137,1,1,1,76,61,1,0,,,,,,
16,2020-03-20,0,9,132,2,4,5,72,60,0,2,,,,,,
16,2020-03-21,0,7,102,3,4,3,68,34,2,1,,,,,,
17,2020-02-24,0,0,548,0,0,0,277,271,0,0,0,66,0,0,34,32
17,2020-02-25,0,0,429,0,0,0,219,210,0,0,0,61,0,0,26,35
17,2020-02-26,0,0,472,0,0,0,241,231,0,0,0,63,0,0,32,31
17,2020-02-27,0,2,473,0,2,0,232,241,0,0,0,60,0,0,25,35
17,2020-02-28,0,0,469,0,0,0,235,234,0,0,0,47,0,0,18,29
17,2020-02-29,0,5,416,0,3,2,199,217,0,0,0,96,0,0,35,61
17,2020-03-01,0,0,376,0,0,0,187,189,0,0,0,74,0,0,30,44
17,2020-03-02,0,1,484,0,1,0,247,237,0,0,0,45,0,0,17,28
17,2020-03-03,0,2,443,1,1,1,245,198,0,1,0,52,0,0,28,24
17,2020-03-04,0,2,429,1,0,2,221,208,0,1,0,49,0,0,28,21
17,2020-03-05,0,0,390,0,0,0,194,196,0,0,0,36,0,0,19,17
17,2020-03-06,0,6,412,0,3,3,207,205,0,0,0,50,0,0,27,23
17,2020-03-07,0,8,476,3,3,5,234,242,1,2,0,92,0,0,39,53
17,2020-03-08,0,4,411,4,1,3,204,207,1,3,0,83,0,0,28,55
17,2020-03-09,0,5,483,0,2,3,246,237,0,0,0,48,0,0,25,23
17,2020-03-10,0,2,429,1,1,1,206,223,0,1,0,49,0,0,21,28
17,2020-03-11,0,10,402,0,6,4,194,208,0,0,0,53,0,0,32,21
17,2020-03-12,0,16,406,2,5,11,216,190,2,0,0,40,0,0,20,20
17,2020-03-13,0,18,387,2,9,9,206,181,2,0,0,51,0,0,22,29
17,2020-03-14,0,7,346,4,2,5,182,164,1,3,0,93,0,0,42,51
17,2020-03-15,0,12,322,1,8,4,179,143,1,0,0,79,0,0,42,37
17,2020-03-16,0,13,287,3,4,9,145,142,2,1,0,60,0,0,29,31
17,2020-03-17,0,32,285,7,13,19,153,132,6,1,0,40,0,0,21,19
17,2020-03-18,0,27,289,4,10,17,148,141,2,2,0,34,0,0,13,21
17,2020-03-19,0,29,270,5,15,14,139,131,4,1,0,32,0,0,15,17
17,2020-03-20,0,29,276,6,10,19,140,136,2,4,0,34,0,0,17,17
17,2020-03-21,0,27,226,6,11,16,123,103,3,3,2,50,0,2,20,30
18,2020-02-24,0,0,122,0,0,0,66,56,0,0,0,267,0,0,114,153
18,2020-02-25,0,0,125,0,0,0,71,54,0,0,0,246,0,0,122,124
18,2020-02-26,0,0,124,0,0,0,59,65,0,0,0,251,0,0,114,137
18,2020-02-27,0,0,111,0,0,0,57,54,0,0,0,212,0,0,102,110
18,2020-02-28,0,0,126,0,0,0,63,63,0,0,0,222,0,0,103,119
18,2020-02-29,0,0,120,0,0,0,63,57,0,0,0,222,0,0,102,120
18,2020-03-01,0,0,126,0,0,0,64,62,0,0,0,147,0,0,64,83
18,2020-03-02,0,0,123,0,0,0,66,57,0,0,0,252,0,0,113,139
18,2020-03-03,0,0,115,0,0,0,62,53,0,0,0,243,0,0,112,131
18,2020-03-04,0,0,118,0,0,0,58,60,0,0,0,248,0,0,107,141
18,2020-03-05,0,0,130,0,0,0,65,65,0,0,0,245,0,0,124,121
18,2020-03-06,0,0,142,0,0,0,68,74,0,0,0,217,0,0,93,124
18,2020-03-07,0,0,120,0,0,0,61,59,0,0,0,234,0,0,105,129
18,2020-03-08,0,0,115,0,0,0,52,63,0,0,0,135,0,0,65,70
18,2020-03-09,0,3,134,0,1,2,66,68,0,0,0,257,0,0,132,125
18,2020-03-10,0,1,129,0,1,0,66,63,0,0,0,204,0,0,89,115
18,2020-03-11,0,0,119,0,0,0,57,62,0,0,0,219,0,0,95,124
18,2020-03-12,0,15,152,0,5,10,78,74,0,0,0,211,0,0,86,125
18,2020-03-13,0,10,122,0,4,6,62,60,0,0,0,197,0,0,83,114
18,2020-03-14,0,4,122,0,1,3,67,55,0,0,0,233,0,0,92,141
18,2020-03-15,0,3,115,0,0,3,60,55,0,0,0,151,0,0,58,93
18,2020-03-16,0,9,124,0,1,8,59,65,0,0,0,247,0,0,113,134
18,2020-03-17,0,16,87,1,4,12,40,47,1,0,4,177,1,3,82,95
18,2020-03-18,0,14,88,0,2,12,44,44,0,0,2,136,1,1,62,74
18,2020-03-19,0,20,87,1,5,15,34,53,1,0,1,99,1,0,41,58
18,2020-03-20,0,12,101,0,1,11,49,52,0,0,0,129,0,0,57,72
18,2020-03-21,0,0,63,0,0,0,32,31,0,0,2,132,0,2,61,71
19,2020-02-24,0,0,219,0,0,0,130,89,0,0,,,,,,
19,2020-02-25,0,0,193,0,0,0,100,93,0,0,,,,,,
19,2020-02-26,0,0,175,0,0,0,95,80,0,0,,,,,,
19,2020-02-27,0,0,181,0,0,0,92,89,0,0,,,,,,
19,2020-02-28,0,0,183,0,0,0,96,87,0,0,,,,,,
19,2020-02-29,0,0,160,0,0,0,84,76,0,0,,,,,,
19,2020-03-01,0,0,175,0,0,0,82,93,0,0,,,,,,
19,2020-03-02,0,0,216,0,0,0,124,92,0,0,,,,,,
19,2020-03-03,0,0,168,0,0,0,98,70,0,0,,,,,,
19,2020-03-04,0,0,197,0,0,0,98,99,0,0,,,,,,
19,2020-03-05,0,0,166,0,0,0,90,76,0,0,,,,,,
19,2020-03-06,0,1,175,1,0,1,82,93,0,1,,,,,,
19,2020-03-07,0,1,164,1,1,0,76,88,1,0,,,,,,
19,2020-03-08,0,0,176,0,0,0,88,88,0,0,,,,,,
19,2020-03-09,0,1,168,1,1,0,89,79,1,0,,,,,,
19,2020-03-10,0,1,170,1,0,1,100,70,0,1,,,,,,
19,2020-03-11,0,0,162,0,0,0,75,87,0,0,,,,,,
19,2020-03-12,0,0,165,0,0,0,87,78,0,0,,,,,,
19,2020-03-13,0,1,163,0,0,1,84,79,0,0,,,,,,
19,2020-03-14,0,0,133,0,0,0,71,62,0,0,,,,,,
19,2020-03-15,0,0,116,0,0,0,57,59,0,0,,,,,,
19,2020-03-16,0,1,105,1,1,0,52,53,1,0,,,,,,
19,2020-03-17,0,1,95,1,1,0,48,47,1,0,,,,,,
19,2020-03-18,0,3,102,3,2,1,55,47,2,1,,,,,,
19,2020-03-19,0,2,99,2,2,0,59,40,2,0,,,,,,
19,2020-03-20,0,10,85,10,6,4,44,41,6,4,,,,,,
19,2020-03-21,0,7,78,7,3,4,36,42,3,4,,,,,,
21,2020-02-24,0,0,377,0,0,0,198,179,0,0,0,158,0,0,74,84
21,2020-02-25,0,0,308,0,0,0,185,123,0,0,0,120,0,0,57,63
21,2020-02-26,0,0,271,0,0,0,159,112,0,0,0,137,0,0,65,72
21,2020-02-27,0,0,276,0,0,0,147,129,0,0,0,143,0,0,63,80
21,2020-02-28,0,0,288,0,0,0,163,125,0,0,0,157,0,0,58,99
21,2020-02-29,0,0,307,0,0,0,163,144,0,0,0,194,0,0,74,120
21,2020-03-01,0,5,287,5,2,3,158,129,2,3,0,158,0,0,73,85
21,2020-03-02,0,14,339,3,8,6,196,143,1,2,0,171,0,0,78,93
21,2020-03-03,0,10,298,5,2,8,167,131,2,3,0,140,0,0,56,84
21,2020-03-04,0,9,326,7,6,3,151,175,5,2,0,121,0,0,54,67
21,2020-03-05,0,2,287,0,1,1,146,141,0,0,1,163,1,0,66,97
21,2020-03-06,0,4,315,3,0,4,163,152,0,3,1,138,0,1,53,85
21,2020-03-07,0,5,291,3,2,3,158,133,1,2,0,157,0,0,71,86
21,2020-03-08,0,3,308,1,2,1,157,151,1,0,3,160,1,2,72,88
21,2020-03-09,0,5,320,2,2,3,150,170,1,1,0,149,0,0,55,94
21,2020-03-10,0,13,303,8,5,8,157,146,2,6,4,116,1,3,47,69
21,2020-03-11,0,10,280,7,4,6,152,128,3,4,2,116,2,0,51,65
21,2020-03-12,0,14,304,10,9,5,154,150,7,3,3,131,1,2,48,83
21,2020-03-13,0,8,268,7,6,2,137,131,5,2,7,109,4,3,43,66
21,2020-03-14,0,9,265,5,6,3,139,126,5,0,23,134,10,13,57,77
21,2020-03-15,0,12,211,3,7,5,116,95,2,1,22,136,7,15,54,82
21,2020-03-16,0,14,208,6,6,8,119,89,3,3,27,99,7,20,44,55
21,2020-03-17,0,9,150,3,2,7,81,69,2,1,0,9,0,0,6,3
21,2020-03-18,0,10,138,5,7,3,72,66,4,1,17,49,8,9,23,26
21,2020-03-19,0,14,157,6,3,11,73,84,1,5,25,70,13,12,30,40
21,2020-03-20,0,12,156,3,5,7,81,75,1,2,13,65,6,7,25,40
21,2020-03-21,0,6,122,1,2,4,66,56,0,1,35,101,14,21,39,61
22,2020-02-24,0,0,295,0,0,0,170,125,0,0,,,,,,
22,2020-02-25,0,0,269,0,0,0,151,118,0,0,,,,,,
22,2020-02-26,0,0,267,0,0,0,142,125,0,0,,,,,,
22,2020-02-27,0,0,288,0,0,0,158,130,0,0,,,,,,
22,2020-02-28,0,0,243,0,0,0,137,106,0,0,,,,,,
22,2020-02-29,0,0,240,0,0,0,121,119,0,0,,,,,,
22,2020-03-01,0,0,282,0,0,0,160,122,0,0,,,,,,
22,2020-03-02,0,0,310,0,0,0,152,158,0,0,,,,,,
22,2020-03-03,0,0,271,0,0,0,139,132,0,0,,,,,,
22,2020-03-04,0,0,263,0,0,0,124,139,0,0,,,,,,
22,2020-03-05,0,0,314,0,0,0,159,155,0,0,,,,,,
22,2020-03-06,0,0,257,0,0,0,141,116,0,0,,,,,,
22,2020-03-07,0,1,297,0,0,1,145,152,0,0,,,,,,
22,2020-03-08,0,0,231,0,0,0,122,109,0,0,,,,,,
22,2020-03-09,0,1,303,0,1,0,151,152,0,0,,,,,,
22,2020-03-10,0,1,263,0,1,0,126,137,0,0,,,,,,
22,2020-03-11,0,1,281,0,0,1,153,128,0,0,,,,,,
22,2020-03-12,0,0,248,0,0,0,128,120,0,0,,,,,,
22,2020-03-13,0,0,238,0,0,0,133,105,0,0,,,,,,
22,2020-03-14,0,1,226,0,0,1,121,105,0,0,,,,,,
22,2020-03-15,0,0,200,0,0,0,111,89,0,0,,,,,,
22,2020-03-16,0,3,208,1,2,1,117,91,1,0,,,,,,
22,2020-03-17,0,11,157,3,6,5,83,74,1,2,,,,,,
22,2020-03-18,0,9,181,4,4,5,93,88,2,2,,,,,,
22,2020-03-19,0,3,170,2,2,1,83,87,1,1,,,,,,
22,2020-03-20,0,2,151,2,1,1,70,81,1,1,,,,,,
22,2020-03-21,0,1,63,1,0,1,37,26,0,1,,,,,,
23,2020-02-24,0,0,69,0,0,0,45,24,0,0,,,,,,
23,2020-02-25,0,0,49,0,0,0,28,21,0,0,,,,,,
23,2020-02-26,0,0,53,0,0,0,25,28,0,0,,,,,,
23,2020-02-27,0,0,71,0,0,0,39,32,0,0,,,,,,
23,2020-02-28,0,0,50,0,0,0,25,25,0,0,,,,,,
23,2020-02-29,0,0,74,0,0,0,41,33,0,0,,,,,,
23,2020-03-01,0,0,80,0,0,0,32,48,0,0,,,,,,
23,2020-03-02,0,0,75,0,0,0,42,33,0,0,,,,,,
23,2020-03-03,0,0,64,0,0,0,30,34,0,0,,,,,,
23,2020-03-04,0,0,69,0,0,0,38,31,0,0,,,,,,
23,2020-03-05,0,0,64,0,0,0,31,33,0,0,,,,,,
23,2020-03-06,0,0,47,0,0,0,25,22,0,0,,,,,,
23,2020-03-07,0,0,65,0,0,0,26,39,0,0,,,,,,
23,2020-03-08,0,0,72,0,0,0,32,40,0,0,,,,,,
23,2020-03-09,0,0,69,0,0,0,39,30,0,0,,,,,,
23,2020-03-10,0,0,61,0,0,0,29,32,0,0,,,,,,
23,2020-03-11,0,0,59,0,0,0,31,28,0,0,,,,,,
23,2020-03-12,0,0,73,0,0,0,43,30,0,0,,,,,,
23,2020-03-13,0,0,77,0,0,0,36,41,0,0,,,,,,
23,2020-03-14,0,4,69,1,1,3,35,34,0,1,,,,,,
23,2020-03-15,0,0,53,0,0,0,19,34,0,0,,,,,,
23,2020-03-16,0,11,52,0,6,5,25,27,0,0,,,,,,
23,2020-03-17,0,16,74,0,4,12,38,36,0,0,,,,,,
23,2020-03-18,0,10,63,1,3,7,37,26,1,0,,,,,,
23,2020-03-19,0,15,43,0,3,12,21,22,0,0,,,,,,
23,2020-03-20,0,10,45,1,5,5,21,24,1,0,,,,,,
23,2020-03-21,0,6,39,0,1,5,17,22,0,0,,,,,,
24,2020-02-24,0,0,266,0,0,0,151,115,0,0,,,,,,
24,2020-02-25,0,0,222,0,0,0,119,103,0,0,,,,,,
24,2020-02-26,0,0,177,0,0,0,92,85,0,0,,,,,,
24,2020-02-27,0,0,221,0,0,0,105,116,0,0,,,,,,
24,2020-02-28,0,0,189,0,0,0,105,84,0,0,,,,,,
24,2020-02-29,0,0,161,0,0,0,78,83,0,0,,,,,,
24,2020-03-01,0,0,152,0,0,0,86,66,0,0,,,,,,
24,2020-03-02,0,0,231,0,0,0,111,120,0,0,,,,,,
24,2020-03-03,0,0,191,0,0,0,99,92,0,0,,,,,,
24,2020-03-04,0,1,175,0,1,0,83,92,0,0,,,,,,
24,2020-03-05,0,0,173,0,0,0,89,84,0,0,,,,,,
24,2020-03-06,0,0,192,0,0,0,94,98,0,0,,,,,,
24,2020-03-07,0,0,154,0,0,0,72,82,0,0,,,,,,
24,2020-03-08,0,0,171,0,0,0,94,77,0,0,,,,,,
24,2020-03-09,0,0,240,0,0,0,127,113,0,0,,,,,,
24,2020-03-10,0,0,218,0,0,0,118,100,0,0,,,,,,
24,2020-03-11,0,0,175,0,0,0,86,89,0,0,,,,,,
24,2020-03-12,0,1,147,1,0,1,76,71,0,1,,,,,,
24,2020-03-13,0,0,145,0,0,0,79,66,0,0,,,,,,
24,2020-03-14,0,4,169,4,2,2,90,79,2,2,,,,,,
24,2020-03-15,0,2,133,1,1,1,67,66,0,1,,,,,,
24,2020-03-16,0,1,113,1,0,1,57,56,0,1,,,,,,
24,2020-03-17,0,3,118,2,2,1,70,48,2,0,,,,,,
24,2020-03-18,0,1,100,0,0,1,59,41,0,0,,,,,,
24,2020-03-19,0,3,75,3,0,3,31,44,0,3,,,,,,
24,2020-03-20,0,5,111,5,0,5,54,57,0,5,,,,,,
24,2020-03-21,0,4,89,3,0,4,44,45,0,3,,,,,,
25,2020-02-24,0,0,290,0,0,0,159,131,0,0,0,141,0,0,70,71
25,2020-02-25,0,0,242,0,0,0,130,112,0,0,0,122,0,0,54,67
25,2020-02-26,0,0,242,0,0,0,131,111,0,0,0,91,0,0,36,55
25,2020-02-27,0,0,221,0,0,0,122,99,0,0,0,114,0,0,46,68
25,2020-02-28,0,0,267,0,0,0,142,125,0,0,0,121,0,0,54,66
25,2020-02-29,0,0,214,0,0,0,127,87,0,0,0,184,0,0,81,100
25,2020-03-01,0,0,237,0,0,0,112,125,0,0,0,194,0,0,88,97
25,2020-03-02,0,0,252,0,0,0,117,135,0,0,0,160,0,0,63,96
25,2020-03-03,0,2,226,2,1,1,126,100,1,1,0,159,0,0,83,76
25,2020-03-04,0,0,248,0,0,0,117,131,0,0,0,130,0,0,60,70
25,2020-03-05,0,3,227,0,2,1,119,108,0,0,1,111,1,0,49,61
25,2020-03-06,0,4,210,0,0,4,100,110,0,0,0,144,0,0,70,72
25,2020-03-07,0,2,222,1,1,1,122,100,0,1,1,213,0,1,102,108
25,2020-03-08,0,1,220,0,0,1,121,99,0,0,1,194,1,0,86,103
25,2020-03-09,0,1,248,1,0,1,147,101,0,1,0,128,0,0,57,70
25,2020-03-10,0,3,186,2,2,1,98,88,1,1,1,108,0,1,42,66
25,2020-03-11,0,6,209,2,4,2,116,93,1,1,2,139,2,0,64,72
25,2020-03-12,0,5,218,4,1,4,111,107,1,3,6,129,4,2,71,57
25,2020-03-13,0,8,209,6,6,2,112,97,5,1,0,119,0,0,52,66
25,2020-03-14,0,12,191,7,6,6,112,79,4,3,2,177,2,0,82,95
25,2020-03-15,0,15,187,6,9,6,107,80,5,1,3,164,1,2,76,85
25,2020-03-16,0,31,187,5,13,18,103,84,3,2,10,118,1,9,50,68
25,2020-03-17,0,39,154,12,18,21,72,82,7,5,13,103,6,7,56,47
25,2020-03-18,0,36,145,12,20,16,79,66,8,4,7,99,4,3,49,50
25,2020-03-19,0,31,154,11,13,18,82,72,5,6,4,86,1,3,31,55
25,2020-03-20,0,45,158,19,22,23,85,73,11,8,10,83,5,5,41,42
25,2020-03-21,0,39,134,7,12,27,57,77,3,4,26,176,13,13,66,110
26,2020-02-24,0,0,419,0,0,0,218,201,0,0,,,,,,
26,2020-02-25,0,0,364,0,0,0,182,182,0,0,,,,,,
26,2020-02-26,0,0,389,0,0,0,195,194,0,0,,,,,,
26,2020-02-27,0,0,380,0,0,0,193,187,0,0,,,,,,
26,2020-02-28,0,0,339,0,0,0,168,171,0,0,,,,,,
26,2020-02-29,0,0,341,0,0,0,164,177,0,0,,,,,,
26,2020-03-01,0,0,276,0,0,0,142,134,0,0,,,,,,
26,2020-03-02,0,0,378,0,0,0,205,173,0,0,,,,,,
26,2020-03-03,0,0,333,0,0,0,173,160,0,0,,,,,,
26,2020-03-04,0,9,361,0,1,8,186,175,0,0,,,,,,
26,2020-03-05,0,4,318,0,2,2,178,140,0,0,,,,,,
26,2020-03-06,0,0,332,0,0,0,170,162,0,0,,,,,,
26,2020-03-07,0,0,323,0,0,0,181,142,0,0,,,,,,
26,2020-03-08,0,0,308,0,0,0,170,138,0,0,,,,,,
26,2020-03-09,0,0,329,0,0,0,172,157,0,0,,,,,,
26,2020-03-10,0,0,344,0,0,0,186,158,0,0,,,,,,
26,2020-03-11,0,0,312,0,0,0,171,141,0,0,,,,,,
26,2020-03-12,0,3,328,2,2,1,157,171,1,1,,,,,,
26,2020-03-13,0,7,301,7,5,2,172,129,5,2,,,,,,
26,2020-03-14,0,9,263,5,5,4,148,115,3,2,,,,,,
26,2020-03-15,0,6,244,4,5,1,137,107,3,1,,,,,,
26,2020-03-16,0,18,236,9,11,7,127,109,4,5,,,,,,
26,2020-03-17,0,12,178,5,7,5,96,82,3,2,,,,,,
26,2020-03-18,0,14,187,4,12,2,101,86,3,1,,,,,,
26,2020-03-19,0,17,204,7,9,8,108,96,5,2,,,,,,
26,2020-03-20,0,28,166,16,14,14,87,79,11,5,,,,,,
26,2020-03-21,0,44,180,12,19,25,97,83,8,4,,,,,,
27,2020-02-24,0,0,168,0,0,0,78,90,0,0,,,,,,
27,2020-02-25,0,0,199,0,0,0,99,100,0,0,,,,,,
27,2020-02-26,0,0,177,0,0,0,88,89,0,0,,,,,,
27,2020-02-27,0,0,191,0,0,0,100,91,0,0,,,,,,
27,2020-02-28,0,0,101,0,0,0,44,57,0,0,,,,,,
27,2020-02-29,0,0,156,0,0,0,65,91,0,0,,,,,,
27,2020-03-01,0,0,177,0,0,0,90,87,0,0,,,,,,
27,2020-03-02,0,0,135,0,0,0,70,65,0,0,,,,,,
27,2020-03-03,0,0,206,0,0,0,99,107,0,0,,,,,,
27,2020-03-04,0,0,126,0,0,0,75,51,0,0,,,,,,
27,2020-03-05,0,0,208,0,0,0,93,115,0,0,,,,,,
27,2020-03-06,0,0,183,0,0,0,106,77,0,0,,,,,,
27,2020-03-07,0,0,178,0,0,0,85,93,0,0,,,,,,
27,2020-03-08,0,0,199,0,0,0,92,107,0,0,,,,,,
27,2020-03-09,0,0,220,0,0,0,104,116,0,0,,,,,,
27,2020-03-10,0,0,239,0,0,0,127,112,0,0,,,,,,
27,2020-03-11,0,0,205,0,0,0,109,96,0,0,,,,,,
27,2020-03-12,0,0,228,0,0,0,113,115,0,0,,,,,,
27,2020-03-13,0,0,134,0,0,0,67,67,0,0,,,,,,
27,2020-03-14,0,3,202,0,1,2,97,105,0,0,,,,,,
27,2020-03-15,0,0,162,0,0,0,96,66,0,0,,,,,,
27,2020-03-16,0,2,123,0,1,1,58,65,0,0,,,,,,
27,2020-03-17,0,0,102,0,0,0,62,40,0,0,,,,,,
27,2020-03-18,0,0,102,0,0,0,52,50,0,0,,,,,,
27,2020-03-19,0,1,87,0,1,0,47,40,0,0,,,,,,
27,2020-03-20,0,0,59,0,0,0,35,24,0,0,,,,,,
27,2020-03-21,0,0,74,0,0,0,42,32,0,0,,,,,,
28,2020-02-24,0,0,415,0,0,0,217,198,0,0,,,,,,
28,2020-02-25,0,0,357,0,0,0,169,188,0,0,,,,,,
28,2020-02-26,0,0,320,0,0,0,171,149,0,0,,,,,,
28,2020-02-27,0,0,323,0,0,0,146,177,0,0,,,,,,
28,2020-02-28,0,0,310,0,0,0,160,150,0,0,,,,,,
28,2020-02-29,0,0,308,0,0,0,157,151,0,0,,,,,,
28,2020-03-01,0,0,327,0,0,0,158,169,0,0,,,,,,
28,2020-03-02,0,0,400,0,0,0,200,200,0,0,,,,,,
28,2020-03-03,0,0,393,0,0,0,186,207,0,0,,,,,,
28,2020-03-04,0,0,297,0,0,0,150,147,0,0,,,,,,
28,2020-03-05,0,2,366,0,2,0,182,184,0,0,,,,,,
28,2020-03-06,0,0,393,0,0,0,193,200,0,0,,,,,,
28,2020-03-07,0,1,327,0,0,1,163,164,0,0,,,,,,
28,2020-03-08,0,0,226,0,0,0,110,116,0,0,,,,,,
28,2020-03-09,0,0,378,0,0,0,194,184,0,0,,,,,,
28,2020-03-10,0,1,298,1,1,0,159,139,1,0,,,,,,
28,2020-03-11,0,1,341,0,0,1,174,167,0,0,,,,,,
28,2020-03-12,0,3,378,0,3,0,200,178,0,0,,,,,,
28,2020-03-13,0,2,300,1,0,2,153,147,0,1,,,,,,
28,2020-03-14,0,10,293,0,5,5,159,134,0,0,,,,,,
28,2020-03-15,0,1,236,0,0,1,126,110,0,0,,,,,,
28,2020-03-16,0,4,248,2,0,4,129,119,0,2,,,,,,
28,2020-03-17,0,6,183,1,2,4,94,89,0,1,,,,,,
28,2020-03-18,0,4,190,0,3,1,108,82,0,0,,,,,,
28,2020-03-19,0,8,155,1,3,5,83,72,1,0,,,,,,
28,2020-03-20,0,8,167,2,5,3,85,82,2,0,,,,,,
28,2020-03-21,0,8,140,3,7,1,78,62,3,0,,,,,,
29,2020-02-24,0,0,689,0,0,0,358,331,0,0,0,212,0,0,90,122
29,2020-02-25,0,0,605,0,0,0,339,266,0,0,0,210,0,0,84,126
29,2020-02-26,0,0,573,0,0,0,308,265,0,0,0,205,0,0,88,117
29,2020-02-27,0,0,646,0,0,0,327,319,0,0,0,204,0,0,83,121
29,2020-02-28,0,0,578,0,0,0,300,278,0,0,0,220,0,0,97,123
29,2020-02-29,0,0,601,0,0,0,307,294,0,0,0,230,0,0,93,137
29,2020-03-01,0,0,561,0,0,0,289,272,0,0,0,195,0,0,95,100
29,2020-03-02,0,0,682,0,0,0,363,319,0,0,0,264,0,0,123,141
29,2020-03-03,0,1,603,0,1,0,296,307,0,0,0,213,0,0,101,112
